pupilid,wordscore,sentscore,letterscore,spellscore,additions_score,substractions_score,multiplications_score
4951020,0,8,5,0,0,0,0
4951027,0,10,3,0,3,3,0
4951043,4,0,0,0,1,1,0
4951047,2,0,16,2,5,6,3
4951048,0,2,2,0,2,0,0
4951050,0,0,8,0,3,2,0
4951052,0,7,8,0,3,3,0
4951056,0,0,5,3,4,5,2
4951063,0,7,0,0,2,4,0
4951071,0,7,0,0,1,0,0
4951072,6,0,0,0,0,0,0
4951073,0,0,5,0,2,2,0
4951074,6,0,24,4,5,3,1
4951075,2,0,0,0,2,0,0
4951077,0,0,1,0,5,2,0
4951081,0,0,20,4,4,5,2
4951085,0,8,23,0,4,3,2
4951091,0,0,0,0,0,0,0
4951094,0,7,1,0,0,1,0
4951095,0,0,0,0,1,4,0
4951099,14,0,35,7,8,5,3
4951100,0,0,23,4,4,5,2
4951101,0,4,1,0,0,0,0
4951104,0,0,1,1,2,5,0
4951115,0,0,0,0,0,0,0
4951119,0,0,0,0,0,1,0
4951120,0,0,12,0,1,1,0
4951121,0,6,14,0,4,5,0
4951126,4,0,0,0,3,1,0
4951129,0,7,6,0,1,3,0
4951134,16,0,25,7,6,4,2
4951137,0,10,6,0,1,1,0
4951139,3,0,21,1,3,5,3
4951143,0,8,0,0,0,0,0
4951153,0,7,14,0,0,1,0
4951156,0,0,4,0,2,1,0
4951161,6,0,0,0,2,0,0
4951163,2,0,6,0,0,4,0
4951170,10,0,0,0,0,0,0
4951171,14,3,20,7,4,4,3
4951571,0,5,17,3,8,6,2
4951584,0,7,14,0,0,1,0
4951591,0,0,9,1,2,3,0
4961001,24,7,31,6,6,3,2
4961002,0,6,30,1,5,6,3
4961003,18,24,49,6,8,5,2
4961004,5,0,36,3,5,2,0
4961005,2,0,30,0,7,3,2
4961008,0,0,26,0,7,5,1
4961010,2,0,36,2,3,3,1
4961014,0,6,18,1,1,5,2
4961015,10,0,32,4,4,5,3
4961016,8,0,1,0,3,0,0
4961017,2,0,15,2,3,3,0
4961019,18,9,48,7,7,6,3
4961020,0,3,45,3,5,4,1
4961021,14,8,35,6,5,5,0
4961023,0,0,22,1,6,6,0
4961026,0,8,9,1,4,5,3
4961027,2,0,33,0,4,0,0
4961029,8,0,3,0,4,4,2
4961032,24,12,66,9,5,5,3
4961033,14,0,25,3,4,5,0
4961039,0,0,18,0,3,3,0
4961041,0,8,13,0,2,2,0
4961042,2,4,23,3,3,3,0
4961043,0,0,38,2,3,1,0
4961044,0,2,25,1,8,6,1
4961045,16,0,35,7,3,5,2
4961046,8,3,28,4,6,4,0
4961047,4,0,37,0,8,5,0
4961054,0,0,10,0,1,2,0
4961055,2,0,56,2,5,4,0
4961057,18,6,48,4,7,5,3
4961059,0,2,42,0,2,2,0
4961061,12,3,48,3,4,4,0
4961064,8,0,42,0,6,5,0
4961065,6,0,20,0,7,3,2
4961068,16,4,47,4,5,5,0
4961069,2,4,50,0,4,3,0
4961071,12,0,0,1,3,5,0
4961078,2,8,4,0,3,3,0
4961080,0,3,36,1,5,5,0
4961083,24,12,50,7,7,2,1
4961084,22,17,50,8,7,6,3
4961086,10,10,64,0,4,3,0
4961087,24,11,36,8,8,2,1
4961088,22,16,63,5,5,5,2
4961089,12,5,64,5,5,4,0
4961090,8,9,31,0,4,6,1
4961091,22,16,56,8,4,5,0
4961095,24,28,44,8,8,7,3
4961096,0,7,33,0,7,6,1
4961097,0,0,31,3,5,4,1
4961099,8,3,37,4,7,6,3
4961100,24,22,20,5,5,5,2
4981001,0,1,10,2,4,5,0
4981002,0,0,9,0,6,4,0
4981005,0,3,4,0,2,4,0
4981006,0,0,0,0,1,0,0
4981008,1,6,70,0,1,3,0
4981009,0,6,3,0,1,0,0
4981010,18,2,16,4,7,6,0
4981012,6,5,12,0,1,0,0
4981014,6,0,32,3,7,4,1
4981016,0,7,8,0,2,4,0
4981020,0,1,20,0,0,2,0
4981021,2,0,19,0,3,5,0
4981022,0,1,7,0,3,1,0
4981023,4,6,14,0,2,2,0
4981027,0,4,5,0,1,0,0
4981033,0,8,11,0,4,4,0
4981034,0,4,9,0,0,0,0
4981037,0,0,8,2,2,2,0
4981040,0,4,0,0,0,0,0
4981042,6,5,49,7,4,3,0
4981043,0,0,32,1,6,0,1
4981044,0,0,3,0,1,1,0
4981045,4,1,7,0,6,5,0
4981046,5,4,29,0,4,6,0
4981049,1,0,15,0,2,3,0
4981051,0,0,12,0,2,6,2
4981052,4,0,38,0,5,6,0
4981053,16,0,24,5,4,5,4
4981057,1,2,19,3,3,3,1
4981062,6,0,8,0,3,3,0
4981063,10,6,34,8,8,3,0
4981065,6,0,0,0,4,3,0
4981067,0,4,4,0,5,4,1
4981069,0,0,70,1,5,6,0
4981071,0,1,5,0,3,3,0
4981072,2,0,7,0,5,5,1
4981074,0,0,3,0,6,3,0
4981077,16,0,30,2,7,2,0
4981079,2,1,17,0,4,4,0
4981082,6,1,16,2,7,6,0
4981084,22,3,52,7,5,6,0
4981086,8,5,26,4,6,6,0
4981087,11,9,29,6,5,6,2
4981088,0,0,44,1,8,1,0
4981089,2,1,5,0,4,6,1
4981091,4,6,11,0,2,4,0
4981092,16,0,22,4,5,6,0
4981097,0,0,28,2,5,4,1
4981100,4,1,44,3,3,6,2
4981111,2,1,33,3,5,6,0
4981112,13,3,14,6,2,0,0
5001004,6,3,26,1,7,4,0
5001006,0,9,35,3,4,3,0
5001008,24,22,51,9,5,2,0
5001010,20,0,42,5,4,6,0
5001014,3,0,25,4,3,3,0
5001015,6,5,9,0,3,0,0
5001017,24,3,60,8,6,7,3
5001018,0,0,16,0,3,3,0
5001019,8,5,31,5,3,3,0
5001021,8,0,37,5,5,4,3
5001022,0,1,29,2,4,3,0
5001023,0,0,9,0,2,0,0
5001027,16,8,36,4,8,6,4
5001028,0,2,15,4,8,5,0
5001029,2,0,26,4,4,4,0
5001032,20,20,31,7,8,4,1
5001033,0,0,30,5,3,5,0
5001038,0,2,15,1,3,1,0
5001039,0,0,16,0,2,0,0
5001041,24,6,19,5,5,3,0
5001046,0,0,12,0,1,1,0
5001047,4,1,26,1,0,3,0
5001050,0,0,17,3,5,8,1
5001051,22,16,44,9,8,8,3
5001055,2,0,39,0,8,7,0
5001056,10,8,37,7,8,8,1
5001057,22,7,44,7,8,8,0
5001059,20,2,40,6,8,8,2
5001060,22,26,51,7,8,8,3
5001061,2,0,16,0,3,3,0
5001062,22,1,46,6,8,8,0
5001063,8,10,35,4,6,4,0
5001066,16,1,29,5,6,7,2
5001067,0,0,36,4,8,8,3
5001068,6,9,48,5,8,9,0
5001070,16,11,48,5,8,8,0
5001071,6,0,26,0,3,6,2
5001073,0,0,39,1,8,6,0
5001075,24,14,68,8,9,9,6
5001077,22,14,30,9,7,6,0
5001078,6,3,8,1,7,5,2
5001081,8,4,8,1,8,5,3
5001082,20,13,40,9,5,6,2
5001083,0,8,30,2,8,7,3
5001084,24,10,47,10,6,7,3
5001086,2,1,23,4,8,8,2
5001088,18,12,53,6,8,8,3
5001089,22,10,39,7,8,7,3
5001090,12,9,56,5,8,9,2
5001092,19,1,49,7,8,9,2
5001094,24,24,51,8,9,5,3
5001095,24,24,68,8,8,9,3
6661001,0,0,8,0,1,1,0
6661002,0,0,42,0,0,0,0
6661004,0,3,35,2,1,2,0
6661005,4,1,32,3,5,4,3
6661006,0,8,14,0,1,1,0
6661007,8,0,42,1,3,2,0
6661008,0,1,0,0,4,3,0
6661009,0,3,16,1,4,5,0
6661010,0,0,31,1,4,0,0
6661011,24,7,61,8,8,5,3
6661013,8,7,42,5,6,3,0
6661014,24,24,59,9,3,5,3
6661015,10,7,29,9,5,3,1
6661016,24,10,69,10,8,5,3
6661017,22,18,53,10,6,5,0
6661018,6,18,0,0,1,5,3
6661019,20,7,69,7,7,5,0
6661020,16,1,65,5,7,8,3
6661022,2,0,24,2,3,2,0
6661024,24,6,39,8,5,6,1
6661025,0,8,25,3,3,2,1
6661026,4,6,56,1,7,6,2
6661027,4,0,23,0,4,4,0
6661029,20,6,45,4,7,6,1
6661030,14,10,48,9,5,3,0
6661031,22,5,32,8,5,5,2
6661032,24,20,48,10,5,2,3
6661034,22,20,67,10,8,7,3
6661035,22,10,62,8,7,5,2
6661037,22,6,62,8,7,4,2
6661038,22,0,32,6,8,5,2
6661039,22,34,70,7,8,5,2
6661040,24,10,54,10,6,5,2
6661041,14,24,64,7,6,6,2
6661042,24,6,36,8,7,5,3
6661043,24,24,63,8,6,3,3
6661044,16,34,62,8,3,4,0
6661045,22,38,65,8,8,4,3
6661046,24,37,70,7,6,5,2
6681002,0,0,0,1,1,2,0
6681003,20,0,40,7,9,5,3
6681005,0,1,70,0,3,4,0
6681008,0,0,8,0,0,0,0
6681009,2,0,14,1,1,1,0
6681013,12,12,46,8,7,5,2
6681020,2,4,37,1,5,2,0
6681022,18,7,35,10,5,5,0
6681023,18,8,0,8,4,5,0
6681025,24,22,61,6,6,5,0
6681026,0,0,0,2,0,0,0
6681028,7,4,28,4,8,5,0
6681031,8,0,0,0,2,3,0
6681032,24,21,70,8,6,4,3
6681036,6,6,69,0,8,5,1
6681037,8,8,27,0,3,4,0
6681039,10,2,36,2,5,5,0
6681041,22,0,59,6,6,5,2
6681046,0,0,9,0,1,0,0
6681048,18,3,53,3,5,4,3
6681051,22,9,39,8,4,5,1
6681052,22,6,39,8,6,3,1
6681054,24,9,50,9,7,5,3
6681055,4,10,43,0,5,4,0
6681056,10,10,59,7,6,4,3
6681058,22,15,70,9,7,5,2
6681059,4,0,10,0,3,0,0
6681061,0,0,15,3,2,2,0
6681063,0,0,29,0,3,3,2
6681065,8,0,0,3,5,5,0
6681066,0,16,69,6,5,5,2
6681067,8,5,31,5,2,2,0
6681068,22,12,43,5,7,6,3
6681069,8,0,48,7,3,3,0
6681071,0,1,0,0,0,0,0
6681074,1,4,31,3,6,4,1
6681077,0,3,65,1,2,4,0
6681080,6,3,22,0,3,2,0
6681085,20,22,70,5,6,5,3
6681089,0,0,0,0,1,0,0
6681090,16,13,48,9,6,5,2
6681091,0,0,62,0,2,4,0
6681100,20,0,68,6,8,5,3
6681101,0,2,10,0,2,3,0
6681105,22,0,32,6,5,4,0
6681106,0,0,0,1,6,5,3
6681107,0,3,29,0,0,0,0
6681111,22,0,63,9,6,5,1
6681523,18,2,29,6,3,3,0
6681524,4,1,22,0,0,0,0
6681527,22,3,39,8,6,3,0
6681531,0,0,21,3,3,3,0
6701001,24,12,53,10,8,9,4
6701002,18,12,48,5,7,5,0
6701003,6,3,26,1,4,5,1
6701005,24,22,62,9,5,5,3
6701006,24,26,45,7,5,6,2
6701007,24,4,49,4,5,5,1
6701008,14,5,35,4,7,6,2
6701009,24,11,45,9,6,4,0
6701011,22,2,39,7,4,5,1
6701012,12,0,11,6,6,3,3
6701013,20,0,44,8,7,6,3
6701014,0,4,20,3,3,4,0
6701016,0,0,15,0,5,5,1
6701017,6,0,6,2,5,6,1
6701018,0,8,25,1,3,5,0
6701020,4,0,8,0,3,1,0
6701021,24,13,49,9,8,6,0
6701022,18,7,48,8,5,5,3
6701023,24,28,55,9,5,5,1
6701024,24,20,66,6,3,4,1
6701025,24,12,26,8,6,5,0
6701026,24,17,46,6,6,5,2
6701027,22,0,70,7,6,5,3
6701028,24,26,56,8,5,5,3
6701029,8,0,16,1,6,5,3
6701030,20,9,68,9,5,5,0
6701031,22,9,53,5,6,4,0
6701032,6,3,35,4,3,3,0
6701033,24,5,57,7,4,6,0
6701034,22,5,45,7,8,4,4
6701035,10,7,46,0,3,3,0
6701036,24,9,70,8,8,5,2
6701037,0,0,8,0,3,0,0
6701038,24,20,69,9,8,6,3
6701040,8,0,32,5,5,4,0
6701041,0,0,10,1,3,2,0
6701042,20,0,30,7,5,5,2
6701044,0,8,45,3,3,2,0
6701046,20,0,0,7,9,6,2
6751003,0,0,16,2,4,3,0
6751004,8,0,67,4,4,0,0
6751007,0,0,21,1,0,2,0
6751008,4,0,25,1,7,3,1
6751009,0,2,40,1,8,6,3
6751010,6,0,39,8,8,6,4
6751011,8,8,52,1,4,1,0
6751012,0,0,15,0,4,5,2
6751013,0,7,37,6,2,2,0
6751015,4,0,5,0,5,3,0
6751016,0,1,27,0,3,0,0
6751017,4,1,51,4,4,2,1
6751019,0,11,20,0,3,5,0
6751023,0,2,35,1,7,6,2
6751024,0,6,30,0,2,0,1
6751025,16,6,29,7,2,2,0
6751026,4,0,30,4,4,3,3
6751028,20,1,68,8,6,4,1
6751030,16,3,58,8,3,4,0
6751032,0,0,32,3,7,6,3
6751033,4,5,55,8,2,3,0
6751035,8,4,33,4,7,5,3
6751036,0,9,34,2,5,4,1
6751037,14,1,44,2,2,2,0
6751038,2,0,22,0,3,4,0
6751039,16,4,29,8,6,4,2
6751042,0,0,15,2,6,6,2
6751043,0,10,39,1,2,1,0
6751044,0,8,22,2,0,1,0
6751045,20,1,46,9,4,2,0
6751047,22,11,42,6,4,4,0
6751048,18,6,37,8,4,5,2
6751049,24,3,68,9,5,6,0
6751050,22,9,65,4,5,2,1
6751053,4,0,12,2,4,3,0
6751054,16,7,70,9,6,3,3
6751055,2,0,27,1,3,0,0
6751057,6,9,21,7,5,6,3
6751061,12,0,47,6,6,3,1
6751064,2,5,22,2,4,5,2
6751066,8,6,25,4,6,3,2
6751067,24,18,34,8,5,5,2
6751069,0,1,6,1,3,5,0
6751070,4,0,12,2,3,3,0
6751073,22,7,67,8,5,3,0
6751074,8,0,52,3,4,5,3
6751075,20,14,54,8,4,5,1
6751077,14,11,37,8,5,5,1
6751079,22,9,44,8,7,5,3
6751082,14,0,20,6,5,4,3
6751083,24,14,69,10,9,6,3
6751084,14,15,60,8,3,4,0
6751087,10,9,65,9,7,2,2
6761001,24,25,60,8,8,6,3
6761003,0,7,14,0,5,5,0
6761004,24,16,68,7,7,4,2
6761005,0,6,15,4,4,4,2
6761006,14,6,46,6,3,5,0
6761007,0,7,0,0,2,0,0
6761008,0,0,0,0,2,2,0
6761009,6,0,0,1,3,2,0
6761010,0,0,17,1,5,5,1
6761013,8,0,14,0,2,1,0
6761016,4,5,0,0,1,1,0
6761017,20,34,53,9,8,6,3
6761018,0,0,0,0,0,0,1
6761019,0,3,0,0,4,1,0
6761020,6,0,0,0,0,2,0
6761021,20,15,70,10,6,5,1
6761023,0,8,0,0,1,4,0
6761025,19,20,51,7,8,7,2
6761027,1,0,17,4,2,1,0
6761028,6,0,45,2,5,5,0
6761030,0,7,0,0,2,1,0
6761031,22,30,55,9,7,6,4
6761032,8,0,45,5,6,2,0
6761033,0,9,0,0,2,0,0
6761034,0,6,26,0,4,6,1
6761037,22,19,56,7,5,5,1
6761038,18,0,0,0,2,5,0
6761039,6,0,18,2,8,5,0
6761043,0,8,0,1,3,3,0
6761044,16,1,38,6,2,3,0
6761045,0,0,12,0,3,0,0
6761048,24,9,46,10,6,6,1
6761049,4,0,52,2,3,6,0
6761050,24,20,70,9,8,6,0
6761051,16,36,70,10,7,5,3
6761052,22,13,34,8,7,6,1
6761053,20,28,70,9,5,5,0
6761054,4,0,0,0,0,0,0
6761055,0,6,0,0,0,1,0
6761056,0,0,0,0,3,3,0
6761057,10,7,36,1,4,5,0
6761058,6,10,2,0,5,5,0
6761059,22,15,70,7,4,5,1
6761060,0,1,0,5,3,3,0
6761061,24,36,70,9,7,6,3
6761063,5,0,12,0,2,1,1
6761064,6,10,50,8,7,6,0
6761065,2,3,34,4,5,5,0
6761070,16,18,30,8,7,2,2
6761071,4,0,0,0,4,5,0
6781001,0,1,2,0,2,0,0
6781002,0,0,0,0,1,0,0
6781003,0,0,0,0,0,0,0
6781004,0,0,13,0,1,1,0
6781005,0,0,11,0,2,3,0
6781007,3,3,0,0,1,3,0
6781008,1,0,0,0,0,1,0
6781009,4,3,28,0,3,2,0
6781010,0,0,26,0,8,4,3
6781011,22,21,60,9,7,4,3
6781012,4,1,36,0,2,3,0
6781013,0,0,36,0,2,4,0
6781014,4,1,9,0,0,0,0
6781015,4,1,0,0,2,4,0
6781016,11,0,47,0,3,5,1
6781018,11,0,28,0,3,3,0
6781020,8,0,13,0,5,4,3
6781021,20,11,31,9,7,6,2
6781023,0,0,0,0,3,4,0
6781024,7,0,0,0,0,1,0
6781026,4,6,16,0,3,2,0
6781027,20,18,66,7,5,3,3
6781028,16,0,47,4,7,5,4
6781029,4,10,8,0,4,4,0
6781030,20,29,51,9,7,4,1
6781031,2,0,23,0,4,1,0
6781032,2,2,19,0,4,3,0
6781033,6,0,33,6,5,5,3
6781034,3,6,60,7,6,5,0
6781035,22,3,41,8,5,5,0
6781036,6,0,38,5,8,3,2
6781037,2,2,29,4,5,4,3
6781038,22,20,38,6,5,5,2
6781039,22,0,41,8,5,5,3
6781040,0,6,14,0,5,5,2
6781041,18,0,21,4,6,4,0
6781042,9,0,22,4,4,6,0
6781043,22,7,42,8,4,3,0
6781044,4,4,11,0,5,3,0
6801001,0,0,50,3,6,5,0
6801002,0,0,0,0,0,0,0
6801003,24,15,68,9,7,6,0
6801004,2,2,50,2,6,4,0
6801005,6,5,27,3,6,3,0
6801006,0,2,35,3,2,2,0
6801007,6,0,0,1,6,5,0
6801008,10,1,22,5,2,0,2
6801009,0,5,28,2,5,5,0
6801011,16,7,45,5,5,4,0
6801012,6,2,18,1,5,5,3
6801013,4,5,21,0,2,3,0
6801014,4,0,0,0,6,3,0
6801015,12,0,0,2,7,5,2
6801016,4,0,0,0,3,4,0
6801017,0,0,11,0,4,4,1
6801018,0,6,14,0,3,3,0
6801019,18,0,0,0,2,0,0
6801020,14,4,34,6,5,5,2
6801021,18,5,33,8,7,6,3
6801022,4,0,0,1,4,6,1
6801023,18,0,39,3,6,5,0
6801024,16,0,50,4,5,3,2
6801025,6,3,22,6,5,4,0
6801027,4,3,52,4,3,1,1
6801028,12,0,47,8,8,3,1
6801029,20,12,49,9,9,3,2
6801031,9,1,16,5,6,4,3
6801032,22,14,37,6,6,5,1
6801033,2,0,10,1,6,4,0
6801035,20,4,36,9,8,5,0
6801036,0,24,36,9,6,5,1
6801037,18,6,69,6,7,0,0
6801038,0,3,55,3,7,6,1
6801039,15,2,21,9,3,1,3
6801040,3,0,12,4,5,3,1
6801041,22,16,34,8,4,3,1
6801042,18,6,0,5,7,6,1
6801043,16,11,7,4,7,6,1
6801044,20,9,45,7,7,3,3
6801045,18,7,68,9,5,5,1
6801046,22,26,69,10,8,5,2
6801047,24,17,44,9,7,6,2
6801048,0,7,36,3,7,6,3
6801049,24,16,58,8,7,5,0
6801050,22,24,62,8,8,6,3
6851001,0,0,0,0,0,0,0
6851007,0,2,0,0,0,0,0
6851008,10,6,0,0,0,0,0
6851009,2,1,2,0,3,1,0
6851010,0,0,13,0,3,1,0
6851011,0,1,33,0,2,1,0
6851012,0,7,0,0,3,1,0
6851015,0,5,42,0,5,5,0
6851019,0,5,43,0,3,0,0
6851022,19,12,43,5,5,5,0
6851025,0,0,0,0,0,1,1
6851026,0,3,21,0,3,2,0
6851029,2,4,25,0,4,5,0
6851030,2,0,9,0,2,2,0
6851032,20,0,49,8,7,5,0
6851034,22,1,63,6,6,3,0
6851035,14,0,41,5,3,3,1
6851037,24,7,0,8,5,5,2
6851038,2,0,33,4,7,3,0
6851039,22,26,58,0,6,6,2
6851040,12,3,51,7,3,4,0
6851041,22,24,70,4,6,5,3
6851042,4,2,37,4,7,4,0
6851044,6,7,70,9,8,6,3
6851047,8,5,56,8,6,4,3
6851048,0,0,14,0,3,4,1
6851052,0,0,38,3,5,4,0
6851055,22,16,69,9,7,5,3
6851056,0,0,0,0,0,1,0
6851060,0,5,47,4,4,5,0
6851064,18,20,70,8,8,7,3
6851066,6,0,0,0,0,0,0
6851067,0,0,29,0,4,5,0
6851068,2,4,23,2,4,4,0
6851070,0,0,0,0,0,0,0
6851072,24,6,48,9,5,6,3
6851073,0,0,32,2,0,0,1
6851075,0,6,51,8,4,5,1
6851076,0,0,49,0,2,4,0
6851078,18,7,49,5,8,4,3
6851079,20,5,60,7,5,2,0
6851080,24,4,46,8,8,7,2
6851082,0,0,0,0,1,4,0
6851084,0,0,0,1,3,2,0
6851085,22,9,70,9,6,5,2
6851089,10,11,24,0,5,4,0
6851092,10,0,37,7,3,1,0
6851093,0,4,39,6,8,7,3
6851095,4,9,0,2,3,5,2
6851098,0,5,41,3,4,4,3
6851099,18,11,69,10,6,6,2
6851100,2,9,14,0,5,3,0
6871002,0,0,0,0,4,5,1
6871004,0,8,21,0,2,2,0
6871005,0,0,0,0,0,0,0
6871006,0,6,49,6,4,3,0
6871007,0,4,48,1,3,3,0
6871010,4,0,7,0,3,1,0
6871012,0,0,14,0,0,2,0
6871013,12,1,66,9,6,5,2
6871014,0,0,32,0,2,4,1
6871015,2,0,0,0,0,0,0
6871017,0,6,11,0,2,3,0
6871018,6,5,16,0,1,1,0
6871019,8,4,29,3,5,4,2
6871020,0,6,22,2,2,2,0
6871022,0,0,14,1,3,1,0
6871023,0,8,26,5,4,2,0
6871025,10,0,8,0,6,3,2
6871026,0,6,6,1,4,3,2
6871030,0,0,7,0,3,3,0
6871032,0,8,33,4,3,1,0
6871033,0,3,19,2,4,4,0
6871034,0,1,0,1,1,2,1
6871036,0,6,36,1,4,6,1
6871039,14,1,30,2,7,5,2
6871041,8,2,35,8,4,6,3
6871042,16,6,53,6,4,2,0
6871043,0,0,24,0,5,2,2
6871044,0,8,26,5,3,5,0
6871046,6,2,15,0,8,5,3
6871047,0,0,38,0,3,0,0
6871048,22,13,67,7,8,6,0
6871049,14,0,43,5,6,5,3
6871051,22,8,46,6,4,5,0
6871054,22,34,65,9,6,0,0
6871055,2,18,20,5,5,0,2
6871059,14,0,40,2,6,5,2
6871060,0,1,16,0,5,2,0
6871061,20,2,64,6,5,5,2
6871062,18,0,60,5,7,5,2
6871063,0,0,0,0,3,1,0
6871064,8,0,54,3,4,4,2
6871068,12,3,39,1,4,1,2
6871069,8,2,23,0,4,1,0
6871070,22,11,59,7,6,5,2
6871071,22,7,61,10,6,4,3
6871072,22,19,70,9,7,5,2
6871074,20,4,60,6,5,5,1
6871076,0,8,64,8,3,4,2
6871077,18,2,64,8,6,6,3
6871080,16,15,48,6,5,3,2
6871082,0,0,52,9,3,5,1
6871083,20,7,42,4,5,5,0
6871084,24,29,70,8,6,6,2
6871085,8,0,23,0,6,6,2
6871086,22,10,54,9,6,6,3
6871090,0,6,33,4,5,5,3
6871092,24,7,56,8,6,4,3
6871093,14,14,55,7,7,6,3
6871095,6,0,4,1,5,4,2
6871097,22,4,67,6,6,6,3
6911001,0,1,0,0,2,1,0
6911002,0,0,0,0,0,0,0
6911003,0,7,8,0,0,1,0
6911004,0,0,14,1,2,1,0
6911006,6,6,14,0,3,4,0
6911008,0,0,3,0,0,1,0
6911009,2,0,14,0,0,0,0
6911010,0,0,13,0,0,1,0
6911011,0,0,15,2,5,5,0
6911012,14,3,19,6,4,5,3
6911015,0,0,15,1,3,2,0
6911016,0,6,22,4,3,3,0
6911017,20,7,47,8,8,4,0
6911020,0,0,14,2,7,4,2
6911021,3,1,13,0,3,0,0
6911022,18,1,37,7,3,5,3
6911025,24,6,30,9,5,5,2
6911027,8,0,16,0,2,2,0
6911028,0,0,13,0,4,3,0
6911029,2,4,26,1,6,3,2
6911031,0,1,0,0,3,0,0
6911032,2,6,17,1,8,5,3
6911033,2,5,21,1,4,2,0
6911034,0,0,15,0,2,3,0
6911035,6,0,31,2,8,2,0
6911036,0,4,6,1,0,4,2
6911037,0,0,16,2,4,4,3
6911038,8,0,37,7,6,6,3
6911041,0,0,5,0,3,0,0
6911042,18,0,38,5,5,6,3
6911043,0,0,19,0,1,2,0
6911044,0,0,10,0,4,2,2
6911045,0,0,7,0,3,1,0
6911047,0,0,0,0,0,0,0
6911048,2,1,8,0,4,4,0
6911049,12,2,0,0,4,3,0
6911050,0,0,5,0,2,0,0
6911051,0,0,4,0,1,0,0
6911052,6,16,18,0,4,3,0
6911053,0,0,28,0,3,4,0
6911054,0,6,16,0,4,4,2
6911055,2,1,33,0,5,5,2
6911056,4,0,0,0,5,5,0
6911057,0,1,18,0,4,6,2
6911060,0,10,15,0,4,4,0
6911061,14,1,32,5,4,3,0
6911062,0,3,28,9,4,6,0
6911063,12,6,50,4,4,6,1
6911065,0,0,26,1,3,6,0
6911069,9,1,48,6,3,4,1
6911071,0,0,0,0,4,1,0
6911073,0,0,14,0,6,2,3
6911074,10,0,27,5,8,6,2
6911075,14,14,63,9,6,4,0
6921001,24,15,58,8,8,6,3
6921002,0,0,0,2,3,1,0
6921003,22,2,30,8,2,1,0
6921004,20,25,65,6,8,6,3
6921006,6,6,19,5,7,4,1
6921007,20,13,64,7,7,6,0
6921008,2,0,3,0,4,5,3
6921009,0,0,10,1,3,4,0
6921010,0,2,40,9,3,2,0
6921011,22,15,56,8,8,6,3
6921013,22,5,26,8,3,3,1
6921014,6,4,55,3,4,5,0
6921015,10,8,13,3,5,5,3
6921016,8,8,14,3,3,3,0
6921017,12,4,12,4,3,2,0
6921020,0,5,17,4,5,5,0
6921022,24,8,46,10,7,3,0
6921023,22,10,61,9,7,4,2
6921024,0,2,24,1,4,4,0
6921025,24,16,62,8,7,5,3
6921026,0,0,17,2,5,6,2
6921027,18,1,33,2,5,2,2
6921028,4,0,18,2,3,3,0
6921031,0,8,11,0,4,3,0
6921032,8,0,29,3,5,6,2
6921033,22,14,36,8,8,6,3
6921034,12,8,25,2,9,6,3
6921035,24,19,41,9,8,6,3
6921036,22,14,50,8,8,6,3
6921037,22,25,70,9,6,6,2
6921038,22,32,57,9,9,7,3
6931001,10,0,0,3,2,3,0
6931002,0,1,9,0,4,3,2
6931003,0,6,0,0,3,2,0
6931004,0,0,29,2,3,4,0
6931007,12,21,50,5,6,5,2
6931009,0,4,10,0,3,5,2
6931010,0,0,8,0,5,2,0
6931011,0,0,11,0,2,0,0
6931012,0,0,0,2,1,3,0
6931013,4,1,21,5,0,1,0
6931014,0,8,0,0,2,0,0
6931015,1,0,0,0,0,0,0
6931017,10,7,0,6,1,4,0
6931018,0,1,39,0,5,5,0
6931021,0,2,15,0,0,3,0
6931023,20,0,37,7,5,6,3
6931024,0,5,19,0,1,4,0
6931025,0,3,24,2,6,5,1
6931027,0,0,0,2,3,6,1
6931028,6,0,33,3,6,5,3
6931029,0,7,23,0,0,0,0
6931031,8,4,18,2,2,5,3
6931033,0,7,0,0,6,5,3
6931037,0,1,0,2,3,3,1
6931038,0,0,0,0,1,1,0
6931039,22,0,48,8,5,5,2
6931040,10,0,0,0,1,0,0
6931043,16,3,0,2,1,3,2
6931044,2,1,15,0,7,6,0
6931045,12,0,38,8,5,7,3
6931046,2,1,33,3,5,5,3
6931047,0,0,0,0,0,0,0
6931048,24,28,0,7,7,6,0
6931049,8,0,27,5,6,5,3
6931050,0,0,0,0,0,0,0
6931052,20,11,39,8,4,6,1
6931054,0,0,0,1,4,4,0
6931055,10,9,0,0,0,2,0
6931057,12,0,46,5,3,6,3
6931058,20,30,0,7,5,6,2
6931059,0,2,9,3,3,1,0
6931060,0,0,44,0,4,4,1
6931061,16,11,65,10,3,3,2
6931062,3,0,0,0,1,1,0
6951001,1,0,29,1,1,2,0
6951002,6,4,15,0,4,3,0
6951003,0,1,9,0,3,2,0
6951004,0,0,0,0,0,0,0
6951005,6,7,21,1,3,2,0
6951007,4,0,29,3,1,1,0
6951008,0,2,27,0,3,3,0
6951009,4,4,21,2,4,1,0
6951011,4,0,3,0,3,2,0
6951012,0,6,0,0,0,3,0
6951013,20,3,34,6,4,5,2
6951014,6,0,10,0,1,1,0
6951015,0,2,32,0,7,5,0
6951016,4,0,24,2,4,3,1
6951018,18,5,36,6,5,3,0
6951021,2,3,0,0,1,0,0
6951022,24,26,11,7,3,4,1
